output.metadata.key_identity_id,summary.status_counts.success,output.label_value_predicted,output.metadata.company_name,summary.status_counts.error,output.metadata.ordentlich,summary.weave.trace_name,summary.weave.latency_ms,output.metadata.date,summary.weave.status,inputs.file_path,output.error,inputs.self,project_id,started_at,wb_user_id,trace_id,ended_at,op_name,id,attributes
5703,,75.66,HORNBACH Holding AG & Co. KGaA,,True,AGMPresenceModel.predict,4196,08.07.16,success,data/Praesenzen_hv-info/HORNBACH Holding AG & Co. KGaA-5703/ASM/HV-Beschluss zur ordentlichen Hauptversammlung am 08.07.16.pdf,,weave:///fuels/agm_share_capital_production_environment/object/gpt-4.1_using_base_prompt_pagewise_pass_few_shot_all_values:HE3j7BTAKY4eJ2Q7jFCZpRqsSZ4oKTnKEntOBSXCMeA,fuels/agm_share_capital_production_environment,2025-08-02T14:07:20.184125Z,VXNlcjoxNzIxMDcy,01986b1b-ca77-75e2-b1e8-0f46fc6e2ccd,2025-08-02T14:07:24.380646Z,weave:///fuels/agm_share_capital_production_environment/op/AGMPresenceModel.predict:2xLSCXzCsLT3ECgA1dkkY67bgxsxVGvDodSsFJnCdWk,01986b1b-ca78-7aeb-92aa-51359a95dbaa,{}
5703,,59.41,HORNBACH Holding AG & Co. KGaA,,True,AGMPresenceModel.predict,6461,08.07.11,success,data/Praesenzen_hv-info/HORNBACH Holding AG & Co. KGaA-5703/ASM/HV-Beschluss zur ordentlichen Hauptversammlung am 08.07.11.pdf,,weave:///fuels/agm_share_capital_production_environment/object/gpt-4.1_using_base_prompt_pagewise_pass_few_shot_all_values:HE3j7BTAKY4eJ2Q7jFCZpRqsSZ4oKTnKEntOBSXCMeA,fuels/agm_share_capital_production_environment,2025-08-02T14:07:13.721106Z,VXNlcjoxNzIxMDcy,01986b1b-b138-7c31-8ab9-fb26aa56ed5d,2025-08-02T14:07:20.182608Z,weave:///fuels/agm_share_capital_production_environment/op/AGMPresenceModel.predict:2xLSCXzCsLT3ECgA1dkkY67bgxsxVGvDodSsFJnCdWk,01986b1b-b139-7674-8387-c6c02b3294a0,{}
5703,,58.95,HORNBACH Holding AG & Co. KGaA,,True,AGMPresenceModel.predict,11158,05.07.13,success,data/Praesenzen_hv-info/HORNBACH Holding AG & Co. KGaA-5703/ASM/HV-Beschluss zur ordentlichen Hauptversammlung am 05.07.13.pdf,,weave:///fuels/agm_share_capital_production_environment/object/gpt-4.1_using_base_prompt_pagewise_pass_few_shot_all_values:HE3j7BTAKY4eJ2Q7jFCZpRqsSZ4oKTnKEntOBSXCMeA,fuels/agm_share_capital_production_environment,2025-08-02T14:07:02.561443Z,VXNlcjoxNzIxMDcy,01986b1b-85a1-7740-b359-36ec6144c737,2025-08-02T14:07:13.719662Z,weave:///fuels/agm_share_capital_production_environment/op/AGMPresenceModel.predict:2xLSCXzCsLT3ECgA1dkkY67bgxsxVGvDodSsFJnCdWk,01986b1b-85a1-7314-a764-f96f90f24d3b,{}
5703,,81.73,HORNBACH Holding AG & Co. KGaA,,True,AGMPresenceModel.predict,4770,06.07.18,success,data/Praesenzen_hv-info/HORNBACH Holding AG & Co. KGaA-5703/ASM/HV-Beschluss zur ordentlichen Hauptversammlung am 06.07.18.pdf,,weave:///fuels/agm_share_capital_production_environment/object/gpt-4.1_using_base_prompt_pagewise_pass_few_shot_all_values:HE3j7BTAKY4eJ2Q7jFCZpRqsSZ4oKTnKEntOBSXCMeA,fuels/agm_share_capital_production_environment,2025-08-02T14:06:57.789737Z,VXNlcjoxNzIxMDcy,01986b1b-72fd-7348-880a-bc0a8e364b3a,2025-08-02T14:07:02.560057Z,weave:///fuels/agm_share_capital_production_environment/op/AGMPresenceModel.predict:2xLSCXzCsLT3ECgA1dkkY67bgxsxVGvDodSsFJnCdWk,01986b1b-72fd-709f-aa67-85af47aba075,{}
5703,,51.12,HORNBACH Holding AG & Co. KGaA,,True,AGMPresenceModel.predict,9276,10.07.14,success,data/Praesenzen_hv-info/HORNBACH Holding AG & Co. KGaA-5703/ASM/HV-Beschluss zur ordentlichen Hauptversammlung am 10.07.14.pdf,,weave:///fuels/agm_share_capital_production_environment/object/gpt-4.1_using_base_prompt_pagewise_pass_few_shot_all_values:HE3j7BTAKY4eJ2Q7jFCZpRqsSZ4oKTnKEntOBSXCMeA,fuels/agm_share_capital_production_environment,2025-08-02T14:06:48.512246Z,VXNlcjoxNzIxMDcy,01986b1b-4ec0-7cb4-9774-b99bb829c622,2025-08-02T14:06:57.788331Z,weave:///fuels/agm_share_capital_production_environment/op/AGMPresenceModel.predict:2xLSCXzCsLT3ECgA1dkkY67bgxsxVGvDodSsFJnCdWk,01986b1b-4ec0-7553-b4b0-68748a27ab65,{}
5703,,77.07,HORNBACH Holding AG & Co. KGaA,,True,AGMPresenceModel.predict,5231,07.07.23,success,data/Praesenzen_hv-info/HORNBACH Holding AG & Co. KGaA-5703/ASM/HV-Beschluss zur ordentlichen Hauptversammlung am 07.07.23.pdf,,weave:///fuels/agm_share_capital_production_environment/object/gpt-4.1_using_base_prompt_pagewise_pass_few_shot_all_values:HE3j7BTAKY4eJ2Q7jFCZpRqsSZ4oKTnKEntOBSXCMeA,fuels/agm_share_capital_production_environment,2025-08-02T14:06:43.279465Z,VXNlcjoxNzIxMDcy,01986b1b-3a4f-7752-8f08-3f1e2449fb9c,2025-08-02T14:06:48.510662Z,weave:///fuels/agm_share_capital_production_environment/op/AGMPresenceModel.predict:2xLSCXzCsLT3ECgA1dkkY67bgxsxVGvDodSsFJnCdWk,01986b1b-3a4f-7248-b1a2-49ca2c267aa0,{}
5703,,89.23,HORNBACH Holding AG & Co. KGaA,,True,AGMPresenceModel.predict,6104,09.07.15,success,data/Praesenzen_hv-info/HORNBACH Holding AG & Co. KGaA-5703/ASM/HV-Beschluss zur ordentlichen Hauptversammlung am 09.07.15.pdf,,weave:///fuels/agm_share_capital_production_environment/object/gpt-4.1_using_base_prompt_pagewise_pass_few_shot_all_values:HE3j7BTAKY4eJ2Q7jFCZpRqsSZ4oKTnKEntOBSXCMeA,fuels/agm_share_capital_production_environment,2025-08-02T14:06:37.174864Z,VXNlcjoxNzIxMDcy,01986b1b-2276-7c2f-b3c6-f2dc3684b99d,2025-08-02T14:06:43.278889Z,weave:///fuels/agm_share_capital_production_environment/op/AGMPresenceModel.predict:2xLSCXzCsLT3ECgA1dkkY67bgxsxVGvDodSsFJnCdWk,01986b1b-2276-749c-a03d-e27b1e6ab4e3,{}
5703,,59.05,HORNBACH Holding AG & Co. KGaA,,True,AGMPresenceModel.predict,16553,09.07.10,success,data/Praesenzen_hv-info/HORNBACH Holding AG & Co. KGaA-5703/ASM/HV-Beschluss zur ordentlichen Hauptversammlung am 09.07.10.pdf,,weave:///fuels/agm_share_capital_production_environment/object/gpt-4.1_using_base_prompt_pagewise_pass_few_shot_all_values:HE3j7BTAKY4eJ2Q7jFCZpRqsSZ4oKTnKEntOBSXCMeA,fuels/agm_share_capital_production_environment,2025-08-02T14:06:20.620078Z,VXNlcjoxNzIxMDcy,01986b1a-e1cc-73ce-a252-a6728da62770,2025-08-02T14:06:37.173226Z,weave:///fuels/agm_share_capital_production_environment/op/AGMPresenceModel.predict:2xLSCXzCsLT3ECgA1dkkY67bgxsxVGvDodSsFJnCdWk,01986b1a-e1cc-74ad-bf8b-49bc0e318564,{}
5703,,-2,HORNBACH Holding AG & Co. KGaA,,True,AGMPresenceModel.predict,27,10.07.09,success,data/Praesenzen_hv-info/HORNBACH Holding AG & Co. KGaA-5703/ASM/HV-Beschluss zur ordentlichen Hauptversammlung am 10.07.09.pdf,No text content found in PDF: data/Praesenzen_hv-info/HORNBACH Holding AG & Co. KGaA-5703/ASM/HV-Beschluss zur ordentlichen Hauptversammlung am 10.07.09.pdf,weave:///fuels/agm_share_capital_production_environment/object/gpt-4.1_using_base_prompt_pagewise_pass_few_shot_all_values:HE3j7BTAKY4eJ2Q7jFCZpRqsSZ4oKTnKEntOBSXCMeA,fuels/agm_share_capital_production_environment,2025-08-02T14:06:20.592341Z,VXNlcjoxNzIxMDcy,01986b1a-e1b0-7b10-9e19-ef18db6dfbd8,2025-08-02T14:06:20.619769Z,weave:///fuels/agm_share_capital_production_environment/op/AGMPresenceModel.predict:2xLSCXzCsLT3ECgA1dkkY67bgxsxVGvDodSsFJnCdWk,01986b1a-e1b0-7c54-aad0-85e404264b79,{}
5703,,68.76,HORNBACH Holding AG & Co. KGaA,,True,AGMPresenceModel.predict,1233,10.07.20,success,data/Praesenzen_hv-info/HORNBACH Holding AG & Co. KGaA-5703/ASM/HV-Beschluss zur ordentlichen Hauptversammlung am 10.07.20.pdf,,weave:///fuels/agm_share_capital_production_environment/object/gpt-4.1_using_base_prompt_pagewise_pass_few_shot_all_values:HE3j7BTAKY4eJ2Q7jFCZpRqsSZ4oKTnKEntOBSXCMeA,fuels/agm_share_capital_production_environment,2025-08-02T14:06:19.357852Z,VXNlcjoxNzIxMDcy,01986b1a-dcdd-7be6-bf6c-d02bf03a66ac,2025-08-02T14:06:20.591242Z,weave:///fuels/agm_share_capital_production_environment/op/AGMPresenceModel.predict:2xLSCXzCsLT3ECgA1dkkY67bgxsxVGvDodSsFJnCdWk,01986b1a-dcdd-7c1c-8cd9-f2adbe485731,{}
5703,,72.47,HORNBACH Holding AG & Co. KGaA,,True,AGMPresenceModel.predict,3958,07.07.17,success,data/Praesenzen_hv-info/HORNBACH Holding AG & Co. KGaA-5703/ASM/HV-Beschluss zur ordentlichen Hauptversammlung am 07.07.17.pdf,,weave:///fuels/agm_share_capital_production_environment/object/gpt-4.1_using_base_prompt_pagewise_pass_few_shot_all_values:HE3j7BTAKY4eJ2Q7jFCZpRqsSZ4oKTnKEntOBSXCMeA,fuels/agm_share_capital_production_environment,2025-08-02T14:06:15.398277Z,VXNlcjoxNzIxMDcy,01986b1a-cd66-7939-8cdc-9e9b5e324269,2025-08-02T14:06:19.356392Z,weave:///fuels/agm_share_capital_production_environment/op/AGMPresenceModel.predict:2xLSCXzCsLT3ECgA1dkkY67bgxsxVGvDodSsFJnCdWk,01986b1a-cd66-709b-ab3f-b64e6f498523,{}
5703,,-1.0,HORNBACH Holding AG & Co. KGaA,,True,AGMPresenceModel.predict,4906,13.07.07,success,data/Praesenzen_hv-info/HORNBACH Holding AG & Co. KGaA-5703/ASM/HV-Beschluss zur ordentlichen Hauptversammlung am 13.07.07.pdf,,weave:///fuels/agm_share_capital_production_environment/object/gpt-4.1_using_base_prompt_pagewise_pass_few_shot_all_values:HE3j7BTAKY4eJ2Q7jFCZpRqsSZ4oKTnKEntOBSXCMeA,fuels/agm_share_capital_production_environment,2025-08-02T14:06:10.489969Z,VXNlcjoxNzIxMDcy,01986b1a-ba39-77f1-9853-e480eaee6b4b,2025-08-02T14:06:15.396913Z,weave:///fuels/agm_share_capital_production_environment/op/AGMPresenceModel.predict:2xLSCXzCsLT3ECgA1dkkY67bgxsxVGvDodSsFJnCdWk,01986b1a-ba39-79fc-a94b-073c6ee9b17b,{}
5703,,82.0,HORNBACH Holding AG & Co. KGaA,,True,AGMPresenceModel.predict,1953,08.07.22,success,data/Praesenzen_hv-info/HORNBACH Holding AG & Co. KGaA-5703/ASM/HV-Beschluss zur ordentlichen Hauptversammlung am 08.07.22.pdf,,weave:///fuels/agm_share_capital_production_environment/object/gpt-4.1_using_base_prompt_pagewise_pass_few_shot_all_values:HE3j7BTAKY4eJ2Q7jFCZpRqsSZ4oKTnKEntOBSXCMeA,fuels/agm_share_capital_production_environment,2025-08-02T14:06:08.535273Z,VXNlcjoxNzIxMDcy,01986b1a-b297-75eb-8e12-437385901174,2025-08-02T14:06:10.488569Z,weave:///fuels/agm_share_capital_production_environment/op/AGMPresenceModel.predict:2xLSCXzCsLT3ECgA1dkkY67bgxsxVGvDodSsFJnCdWk,01986b1a-b297-74bb-97d4-cf417f3c0841,{}
5703,,58.96,HORNBACH Holding AG & Co. KGaA,,True,AGMPresenceModel.predict,16718,11.07.08,success,data/Praesenzen_hv-info/HORNBACH Holding AG & Co. KGaA-5703/ASM/HV-Beschluss zur ordentlichen Hauptversammlung am 11.07.08.pdf,,weave:///fuels/agm_share_capital_production_environment/object/gpt-4.1_using_base_prompt_pagewise_pass_few_shot_all_values:HE3j7BTAKY4eJ2Q7jFCZpRqsSZ4oKTnKEntOBSXCMeA,fuels/agm_share_capital_production_environment,2025-08-02T14:05:51.815334Z,VXNlcjoxNzIxMDcy,01986b1a-7147-777e-9ed6-64a2007cd56f,2025-08-02T14:06:08.533891Z,weave:///fuels/agm_share_capital_production_environment/op/AGMPresenceModel.predict:2xLSCXzCsLT3ECgA1dkkY67bgxsxVGvDodSsFJnCdWk,01986b1a-7147-7aa0-9d0f-1f5b153d165c,{}
5703,,77.72,HORNBACH Holding AG & Co. KGaA,,True,AGMPresenceModel.predict,1130,08.07.21,success,data/Praesenzen_hv-info/HORNBACH Holding AG & Co. KGaA-5703/ASM/HV-Beschluss zur ordentlichen Hauptversammlung am 08.07.21.pdf,,weave:///fuels/agm_share_capital_production_environment/object/gpt-4.1_using_base_prompt_pagewise_pass_few_shot_all_values:HE3j7BTAKY4eJ2Q7jFCZpRqsSZ4oKTnKEntOBSXCMeA,fuels/agm_share_capital_production_environment,2025-08-02T14:05:50.683989Z,VXNlcjoxNzIxMDcy,01986b1a-6cdb-713c-a199-e740fec1563a,2025-08-02T14:05:51.814099Z,weave:///fuels/agm_share_capital_production_environment/op/AGMPresenceModel.predict:2xLSCXzCsLT3ECgA1dkkY67bgxsxVGvDodSsFJnCdWk,01986b1a-6cdb-799f-bda6-94e24fdfbf1e,{}
